,link,num_badwords_in_text,num_badwords_in_title,num_images,num_keywords_in_text,num_keywords_in_title,price,text_fraction_caps,title,title_fraction_caps
11,https://boston.craigslist.org/nos/pho/d/5-unused-vhs-videotapes/6730869405.html,0,0,6,0,0,15.0,0.19444444444444445,5 Unused VHS videotapes,0.21052631578947367
12,https://boston.craigslist.org/nwb/pho/d/brand-new-pacific-image-film/6734060532.html,1,1,4,0,0,75.0,0.8,BRAND NEW PACIFIC IMAGE FILM SCANNER,1.0
13,https://boston.craigslist.org/nwb/pho/d/brand-new-pacific-image-film/6734073808.html,1,1,4,0,0,75.0,0.8,BRAND NEW PACIFIC IMAGE FILM SCANNER,1.0
14,https://boston.craigslist.org/nos/pho/d/manfrotto-mt190cxpro4-4/6742338842.html,1,1,11,1,1,250.0,0.09561128526645768,Manfrotto MT190CXPRO4 4 Section Carbon Fiber Tripod,0.3
15,https://boston.craigslist.org/nos/pho/d/manfrotto-504hd-video-fluid/6742338413.html,1,1,14,1,1,900.0,0.07649442755825735,Manfrotto 504HD Video Fluid Head w 536 4-Section Carbon Fiber Tripod K,0.21568627450980393
16,https://boston.craigslist.org/nos/pho/d/manfrotto-190cxpro4-carbon/6742337944.html,0,1,6,1,1,200.0,0.12083333333333333,Manfrotto 190CXPRO4 Carbon Fibre 4 Section Tripod,0.2631578947368421
17,https://boston.craigslist.org/gbs/pho/d/nikon-d5300-body-excellent/6738451140.html,0,0,1,0,1,300.0,0.14285714285714285,"Nikon D5300 Body Excellent, low shutter count",0.11764705882352941
18,https://boston.craigslist.org/gbs/pho/d/canonis-image-stabilizing/6748466915.html,0,0,8,0,1,275.0,0.08530805687203792,Canon 10 X 30 IS Image Stabilizing Binoculars,0.20588235294117646
19,https://boston.craigslist.org/gbs/pho/d/sigma-18-35mm-sony-mount/6748465914.html,0,0,5,1,0,650.0,0.11602209944751381,Sigma 18 - 35mm Sony (A-mount),0.17647058823529413
20,https://boston.craigslist.org/gbs/pho/d/zoom-h5n-audio-recording-kit/6748465731.html,0,0,7,0,0,350.0,0.10810810810810811,Zoom H5N audio recording kit.,0.13043478260869565
21,https://boston.craigslist.org/gbs/pho/d/sony-a7-series-shoulder-rig/6748464948.html,0,0,6,0,0,100.0,0.2980769230769231,Sony A7 Series Shoulder Rig,0.22727272727272727
22,https://boston.craigslist.org/gbs/pho/d/crane-2-zhiyun-camera/6748463170.html,0,0,9,1,0,550.0,0.10217391304347827,Crane 2 (Zhiyun) Camera Stabilizer (Gimbal),0.15151515151515152
23,https://boston.craigslist.org/sob/pho/d/closed-circuit-tv-ceiling/6736283277.html,0,0,3,0,0,20.0,0.10679611650485436,Closed Circuit TV ceiling tiles,0.14814814814814814
24,https://boston.craigslist.org/gbs/pho/d/sony-a7-iii-full-frame/6748437097.html,0,0,3,0,0,1900.0,0.07853403141361257,Sony a7 III Full-Frame Mirrorless Camera,0.24242424242424243
25,https://boston.craigslist.org/bmw/pho/d/haliburton-case/6748421130.html,0,0,4,0,0,80.0,0.047311827956989246,Haliburton Case,0.14285714285714285
26,https://boston.craigslist.org/bmw/pho/d/broncolor-fresnel-and-compuls/6748419568.html,0,0,7,0,0,500.0,0.03820816864295125,Broncolor Fresnel and Compuls 65 (needs a flashtube),0.07317073170731707
27,https://boston.craigslist.org/gbs/pho/d/does-your-photo-need-to-be/6733988452.html,0,0,5,0,0,20.0,0.9247311827956989,DOES YOUR PHOTO NEED TO BE AUTOGRAPHED?,1.0
28,https://boston.craigslist.org/gbs/pho/d/does-your-photo-need-to-be/6730353206.html,0,0,1,0,0,20.0,0.9247311827956989,DOES YOUR PHOTO NEED TO BE AUTOGRAPHED?,1.0
29,https://boston.craigslist.org/gbs/pho/d/electronics-bargain-extron/6746391967.html,0,0,12,0,0,79.0,0.04473684210526316,ELECTRONICS BARGAIN! extron switcher +yamaha tape deck+crown 1160a amp,0.32727272727272727
30,https://boston.craigslist.org/gbs/pho/d/fiberbilt-cases-price-drop/6734958361.html,0,0,5,0,0,40.0,0.065625,Fiberbilt cases - price drop,0.043478260869565216
31,https://boston.craigslist.org/sob/pho/d/smdv-diff60-speedbox-s60/6746027790.html,0,0,4,0,0,125.0,0.39344262295081966,SMDV DIFF60 SPEEDBOX-S60,1.0
32,https://boston.craigslist.org/nos/pho/d/vintage-1920s-keystone/6746465078.html,0,1,10,1,0,75.0,0.05865102639296188,Vintage 1920's Keystone Radioptican Magic Lantern Projector #421,0.125
33,https://boston.craigslist.org/bmw/pho/d/brand-new-canon-glossy-photo/6748331565.html,0,0,1,0,1,30.0,0.05063291139240506,"Brand New Canon Glossy Photo Paper (SG-201), 13""x19"" (50 Sheets)",0.23684210526315788
34,https://boston.craigslist.org/bmw/pho/d/camera-bag-carrying-case/6726613773.html,1,0,7,1,0,15.0,0.03926701570680628,"Camera Bag & Carrying Case, Brand New!",0.20689655172413793
35,https://boston.craigslist.org/gbs/pho/d/zhiyun-crane-v2-stabilizer/6748307486.html,0,0,4,0,0,290.0,0.08695652173913043,ZHIYUN Crane V2 Stabilizer,0.4090909090909091
36,https://boston.craigslist.org/nwb/pho/d/pointer-flashlight/6731867641.html,0,0,1,0,0,5.0,0.14285714285714285,POINTER FLASHLIGHT,1.0
37,https://boston.craigslist.org/gbs/pho/d/vivitarmm-138-close-focusing/6731806873.html,1,0,0,2,1,20.0,0.04341736694677871,Vivitar 75-205mm 1:3.8 Close Focusing Auto Zoom lens,0.14705882352941177
38,https://boston.craigslist.org/gbs/pho/d/minolta-srtmm-film-slr-camera/6727988855.html,1,1,0,2,1,60.0,0.12853470437017994,Minolta SRT-101 35mm film SLR camera w/MC ROKKOR-PF 1:1.7 f=50mm lens,0.3953488372093023
39,https://boston.craigslist.org/nos/pho/d/rca-camcorder/6748294050.html,0,0,4,0,0,50.0,0.8333333333333334,RCA CAMCORDER,1.0
40,https://boston.craigslist.org/nos/pho/d/panasonic-palmsight/6748293458.html,0,0,4,0,0,50.0,0.7307692307692307,PANASONIC PALMSIGHT,1.0
41,https://boston.craigslist.org/sob/pho/d/canon-gadget-bag-300dg-brand/6748270466.html,0,0,4,0,1,25.0,0.18421052631578946,Canon Gadget Bag 300DG Brand New,0.2916666666666667
42,https://boston.craigslist.org/bmw/pho/d/kenlock-tripod/6734476053.html,1,1,5,0,0,30.0,0.22857142857142856,Kenlock Tripod,0.15384615384615385
43,https://boston.craigslist.org/bmw/pho/d/universal-exposure-meter/6735142168.html,0,0,5,0,0,15.0,0.23214285714285715,Universal Exposure Meter,0.13636363636363635
44,https://boston.craigslist.org/bmw/pho/d/vintage-polaroid-camera/6739819329.html,1,1,6,0,0,15.0,0.19718309859154928,Vintage Polaroid Camera,0.14285714285714285
45,https://boston.craigslist.org/bmw/pho/d/vintage-tower-37b-camera/6739835402.html,0,1,6,0,0,50.0,0.2564102564102564,Vintage Tower 37B Camera,0.21052631578947367
46,https://boston.craigslist.org/bmw/pho/d/minolta-autopak-vintage/6739842457.html,2,1,4,0,0,25.0,0.21428571428571427,Minolta Autopak Vintage Cameras,0.14285714285714285
47,https://boston.craigslist.org/bmw/pho/d/spiratone-expandar-wide-angle/6742816990.html,0,0,6,0,1,15.0,0.20754716981132076,Spiratone Expandar Wide Angle Lens,0.16666666666666666
48,https://boston.craigslist.org/nos/pho/d/profoto-b2-250-airttl-2-head/6748241300.html,0,0,1,0,0,1395.0,0.29454545454545455,Profoto B2 250 AirTTL 2 Head Kit,0.38095238095238093
49,https://boston.craigslist.org/gbs/pho/d/dji-inspire1-pro-drone/6740901964.html,1,0,3,1,0,3600.0,0.15365853658536585,DJI Inspire1 Pro Drone,0.3333333333333333
50,https://boston.craigslist.org/sob/pho/d/bell-and-howell-filmo/6748233640.html,0,0,8,0,0,49.0,0.05928853754940711,Bell and Howell Filmo Automatic 16mm silent projector,0.09090909090909091
51,https://boston.craigslist.org/sob/pho/d/canon-eos-elan-with-lens/6737721768.html,0,0,0,2,2,125.0,0.16666666666666666,Canon eos Elan with lens 70 -300,0.1
52,https://boston.craigslist.org/sob/pho/d/canon-eos-elan-with-lens/6746059969.html,0,0,0,2,2,125.0,0.16666666666666666,Canon eos Elan with lens 70 -300,0.1
53,https://boston.craigslist.org/sob/pho/d/big-screen-projector-for-sale/6726955289.html,0,0,0,0,0,75.0,0.0707070707070707,big screen projector for sale,0.0
54,https://boston.craigslist.org/gbs/pho/d/sony-a7ii-35mm/6748174158.html,0,0,5,1,0,1400.0,0.07876712328767123,Sony A7II w/ 35mm,0.4
55,https://boston.craigslist.org/sob/pho/d/thearter-lights/6748168961.html,1,0,7,0,0,1.0,0.06578947368421052,Thearter lights,0.07142857142857142
56,https://boston.craigslist.org/gbs/pho/d/panasonic-dmr-es10-dvd/6745252733.html,0,0,5,0,0,150.0,0.04892966360856269,Panasonic DMR-ES10 DVD recorder - great TBC for VHS capture,0.32608695652173914
57,https://boston.craigslist.org/gbs/pho/d/umbra-trapeze-hanging-photo/6725105323.html,0,0,8,0,0,30.0,0.057803468208092484,"UMBRA Trapeze Hanging Photo Display  (6 frames, nickel)",0.20930232558139536
58,https://boston.craigslist.org/gbs/pho/d/umbra-trapeze-hanging-photo/6738256749.html,0,0,8,0,0,30.0,0.057803468208092484,"UMBRA Trapeze Hanging Photo Display  (6 frames, nickel)",0.20930232558139536
59,https://boston.craigslist.org/gbs/pho/d/does-your-photo-need-to-be/6744306525.html,0,0,7,0,0,20.0,0.9247311827956989,DOES YOUR PHOTO NEED TO BE AUTOGRAPHED?,1.0
60,https://boston.craigslist.org/nwb/pho/d/kodak-4400-slide-projector/6742249631.html,0,0,5,0,0,120.0,0.03935957304869913,Kodak 4400 Slide projector + free case + screen!,0.06060606060606061
61,https://boston.craigslist.org/gbs/pho/d/nikon/6748110358.html,0,0,1,0,2,1395.0,0.21621621621621623,Nikon 24-70 f/2.8,0.16666666666666666
62,https://boston.craigslist.org/gbs/pho/d/vintage-lens-cases-camera/6735639566.html,1,1,5,1,1,10.0,0.07881773399014778,Vintage Lens Cases & Camera Case - Great Condition,0.175
63,https://boston.craigslist.org/sob/pho/d/interfit-s1-500w-battery/6730148035.html,0,0,3,3,0,499.0,0.05899490167516387,Interfit S1 500w BATTERY POWERED HSS TTL Studio Flash Strobe Monolight,0.4642857142857143
64,https://boston.craigslist.org/gbs/pho/d/vintage-radiant-projector/6724320955.html,0,1,7,0,0,60.0,0.140625,Vintage Radiant  projector screen,0.06896551724137931
65,https://boston.craigslist.org/nwb/pho/d/polaroid-cameras/6748099962.html,0,0,10,0,0,75.0,0.1111111111111111,Polaroid cameras,0.06666666666666667
66,https://boston.craigslist.org/gbs/pho/d/calumet-speedlight-softbox/6748098198.html,0,0,6,0,0,50.0,0.21428571428571427,Calumet Speedlight SoftBox 28x37 inches,0.12903225806451613
67,https://boston.craigslist.org/gbs/pho/d/nikon-keymission-360/6732877195.html,0,0,9,1,1,200.0,0.08210180623973727,Nikon Keymission 360,0.13333333333333333
68,https://boston.craigslist.org/gbs/pho/d/mevo-live-event-camera-black/6732880144.html,0,0,9,1,0,180.0,0.05679862306368331,Mevo Live Event Camera Black,0.20833333333333334
69,https://boston.craigslist.org/sob/pho/d/manfrotto-autopole-expan-kit/6733715023.html,0,0,10,0,0,325.0,0.059665871121718374,Manfrotto Autopole Expan Kit - Photography backdrop kit,0.10638297872340426
70,https://boston.craigslist.org/nos/pho/d/canon-camcorder/6741984943.html,0,0,3,1,1,125.0,0.09574468085106383,Canon camcorder,0.07142857142857142
71,https://boston.craigslist.org/nos/pho/d/favi-rio-led-projector/6741989883.html,0,0,3,0,0,80.0,0.16216216216216217,FAVI Rio LED Projector,0.47368421052631576
72,https://boston.craigslist.org/nos/pho/d/sony-trv27-digital-handycam/6748057313.html,0,0,4,0,0,50.0,0.14583333333333334,SONY TRV27 Digital Handycam,0.4090909090909091
73,https://boston.craigslist.org/gbs/pho/d/compact-flash-cards-32s-8s/6738219119.html,0,0,4,0,0,1500.0,0.30392156862745096,"Compact Flash Cards, 32's + 8's Lexar Dual slot reader Think tank",0.1276595744680851
74,https://boston.craigslist.org/gbs/pho/d/nikon-dlens-bundle-plus/6742001088.html,0,0,16,2,2,1950.0,0.08469055374592833,Nikon D7200 & 3 Lens Bundle plus accessories!,0.12903225806451613
75,https://boston.craigslist.org/gbs/pho/d/leica-35mm-14-summilux-asph/6736006834.html,0,0,7,2,1,1.0,0.07853403141361257,Leica 35mm f/1.4 Summilux ASPH FLE,0.391304347826087
76,https://boston.craigslist.org/bmw/pho/d/canon-ef-85mm-12l-ii-usm-lens/6744745704.html,0,0,1,4,3,1500.0,0.03076923076923077,Canon EF 85mm f/1.2L II USM Lens,0.5
77,https://boston.craigslist.org/bmw/pho/d/profoto-d1-air-500w-monolight/6743208589.html,0,0,5,0,0,1000.0,0.1541095890410959,Profoto D1 Air 500W/s Monolight,0.22727272727272727
78,https://boston.craigslist.org/bmw/pho/d/camera-tripod/6739500130.html,0,1,6,0,0,25.0,0.11214953271028037,Camera Tripod,0.16666666666666666
79,https://boston.craigslist.org/nwb/pho/d/tripod/6742401397.html,0,1,4,0,0,7.0,0.08527131782945736,Tripod,0.16666666666666666
80,https://boston.craigslist.org/nwb/pho/d/8x10-boutique-photo-boxes/6742400460.html,0,0,3,0,0,50.0,0.032490974729241874,8x10 - boutique photo boxes - Photography packaging,0.02564102564102564
81,https://boston.craigslist.org/nos/pho/d/cameras-digital-cameras/6724848822.html,0,1,9,0,0,1500.0,0.07392996108949416,"CAMERAS- digital cameras, antique cameras, VHS camcorders",0.20833333333333334
82,https://boston.craigslist.org/nos/pho/d/flip-mino-video-camera-new-in/6729620913.html,0,0,10,0,0,25.0,0.21236559139784947,"Flip Mino video camera, new in the box",0.06666666666666667
83,https://boston.craigslist.org/nos/pho/d/sony-sportspack-handy-cam-spk/6747983211.html,0,0,8,1,0,20.0,0.1210906174819567,Sony Sportspack Handy cam SPK-HCC,0.32142857142857145
84,https://boston.craigslist.org/nos/pho/d/bogen-manfrotto-116-hd-fluid/6729647251.html,0,0,12,0,0,475.0,0.056686046511627904,Bogen Manfrotto 116 HD Fluid head 3068 Legs & Davis & Sanford Dolly,0.1956521739130435
85,https://boston.craigslist.org/nos/pho/d/minolta-auto-winder-works/6729646110.html,0,0,3,0,0,25.0,0.09313725490196079,"Minolta Auto Winder G, works great, like new",0.11428571428571428
86,https://boston.craigslist.org/nos/pho/d/canon-efmmiii-macro/6729621193.html,0,0,5,2,1,135.0,0.08745247148288973,Canon EF 75-300mm 1:4.0-5.6 III Macro,0.4117647058823529
87,https://boston.craigslist.org/nos/pho/d/nikon-md-12-motor-drive/6729602336.html,0,0,8,1,1,35.0,0.12669683257918551,Nikon MD-12 motor drive,0.17647058823529413
88,https://boston.craigslist.org/nos/pho/d/manfrotto-303-plus-virtual/6729589083.html,0,0,8,0,0,295.0,0.10344827586206896,"Manfrotto 303 Plus, VIRTUAL REALITY & PAN PRO HEAD",0.7027027027027027
89,https://boston.craigslist.org/nos/pho/d/simmons-astronomical/6729583021.html,0,0,10,0,0,90.0,0.07048458149779736,"SIMMONS ASTRONOMICAL TELESCOPE, FL 900MM, D-4.5"", MODEL 6450",1.0
90,https://boston.craigslist.org/nos/pho/d/sigma-105mm-f28-ex-dg-macro/6737868066.html,0,0,5,6,3,250.0,0.09973753280839895,Sigma 105mm f2.8 EX DG Macro/Portrait lens for Nikon FX-DX,0.2926829268292683
91,https://boston.craigslist.org/nos/pho/d/tamron-afmmld-af-canon-ef/6744115252.html,1,1,13,2,1,325.0,0.045454545454545456,"Tamron AF 200-400mm F/5.6 200-400/5.6 LD AF, Canon EF mount",0.4074074074074074
92,https://boston.craigslist.org/nos/pho/d/nikon-dmp-18-55mm-lens/6744136931.html,0,0,6,1,2,475.0,0.15265486725663716,"Nikon D5200 24.1MP, 18-55mm lens",0.2857142857142857
93,https://boston.craigslist.org/nos/pho/d/canon-rebel-xti-body-with-18/6744137440.html,0,0,13,1,2,325.0,0.11607738492328219,Canon Rebel XTi Body with 18-55mm IS lens for sale.,0.19444444444444445
94,https://boston.craigslist.org/sob/pho/d/baby-spotlight-mole-richards/6747963494.html,0,0,3,0,0,99.0,0.10344827586206896,baby spotlight Mole Richards,0.08
95,https://boston.craigslist.org/gbs/pho/d/olympus-epllens-new-price/6747962686.html,0,0,5,0,1,150.0,0.10921501706484642,OLYMPUS EPL-3/14-42 LENS  NEW PRICE,1.0
96,https://boston.craigslist.org/gbs/pho/d/panasonic-lumix-g7-body-lens/6737180492.html,0,0,1,1,0,400.0,0.2125,PANASONIC LUMIX G7 BODY/LENS,1.0
97,https://boston.craigslist.org/bmw/pho/d/dark-room-beseler-dichro-45/6742123022.html,0,0,5,0,0,499.0,0.0871559633027523,Dark Room w/ Beseler Dichro 45 Enlarger,0.16666666666666666
98,https://boston.craigslist.org/gbs/pho/d/pentax-k10d-camera-with-2/6728875501.html,0,0,1,0,0,120.0,0.1095890410958904,Pentax k10d camera with 2 lenses,0.041666666666666664
99,https://boston.craigslist.org/gbs/pho/d/coax-cable-white-30-and-200/6743366716.html,0,0,3,0,0,10.0,0.12195121951219512,Coax Cable White 30' and 200' with Splitter,0.13793103448275862
100,https://boston.craigslist.org/gbs/pho/d/photo-enlarger-complete/6747939072.html,1,0,15,0,0,300.0,0.08592321755027423,Photo Enlarger w/ Complete Darkroom Equipment,0.1282051282051282
101,https://boston.craigslist.org/gbs/pho/d/agfa-fiber-based-bw-photo/6747938643.html,0,0,10,0,0,1.0,0.060396039603960394,Agfa Fiber based B+W Photo Paper,0.23076923076923078
102,https://boston.craigslist.org/gbs/pho/d/gra-lab-enlarger-timer/6747937561.html,0,0,1,0,0,60.0,0.10948905109489052,Gra-Lab Enlarger Timer,0.21052631578947367
103,https://boston.craigslist.org/gbs/pho/d/nikon-coolpix-s4300-touch/6747928813.html,0,0,12,0,1,45.0,0.04072398190045249,NIKON COOLPIX S4300 TOUCH SCREEN 16 MP CAMERA,1.0
104,https://boston.craigslist.org/gbs/pho/d/brooks-darkroom-grain/6747918290.html,0,0,5,0,0,40.0,0.20833333333333334,Brooks Darkroom Grain Magnifier,0.14285714285714285
105,https://boston.craigslist.org/gbs/pho/d/darkroom-equipment-process/6747917176.html,0,0,3,0,0,10.0,0.17142857142857143,"Darkroom Equipment, Process Tongs and Graduated Cylinders",0.12
106,https://boston.craigslist.org/bmw/pho/d/2x-dynalite-4080s-with-case/6747909619.html,0,0,0,0,0,575.0,0.06818181818181818,"2x Dynalite 4080s with case, long throw reflectors",0.02702702702702703
107,https://boston.craigslist.org/bmw/pho/d/1000mm-f8-sigma-autofocus-for/6747908968.html,1,0,8,2,1,800.0,0.0574468085106383,1000mm F8 Sigma Autofocus for Canon EOS Not Mirror,0.24324324324324326
108,https://boston.craigslist.org/gbs/pho/d/nikon-coolpix-p510-full-hd/6747908651.html,0,0,0,0,0,1500.0,0.0,,0.0
109,https://boston.craigslist.org/gbs/pho/d/cambo-ust-9-camera-stand/6747902506.html,0,0,4,0,0,1500.0,0.04678362573099415,Cambo UST 9' camera stand,0.21052631578947367
110,https://boston.craigslist.org/nwb/pho/d/gopro-hero-4-black/6732862482.html,0,0,5,0,0,100.0,0.08776167471819646,GoPro Hero 4 Black,0.2857142857142857
111,https://boston.craigslist.org/bmw/pho/d/new-price-nikon-dmp-digital/6747882341.html,0,0,5,1,2,600.0,0.14396887159533073,NEW PRICE - Nikon D5600 24.2Mp Digital SLR Camera with Lens,0.425
112,https://boston.craigslist.org/nos/pho/d/kodak-playsport-zx5-camcorder/6731360026.html,1,0,7,0,0,79.0,0.07342143906020558,Kodak PlaySport Zx5 camcorder in new condition,0.10256410256410256
113,https://boston.craigslist.org/bmw/pho/d/sigmammmacro-zoom-lens/6747881271.html,0,0,4,0,1,45.0,0.16037735849056603,Sigma 28-135mm 1:3.8-5.6 Macro Zoom Lens,0.2
114,https://boston.craigslist.org/nos/pho/d/kodak-playsport-zx5-camcorder/6737918412.html,1,0,7,0,0,75.0,0.07342143906020558,Kodak PlaySport Zx5 camcorder in new condition,0.10256410256410256
115,https://boston.craigslist.org/nos/pho/d/dynex-mini-tripod/6724733977.html,1,1,3,0,0,17.0,0.07004830917874397,Dynex Mini Tripod,0.2
116,https://boston.craigslist.org/gbs/pho/d/entire-professional-nikon-kit/6740917660.html,0,0,1,3,1,3000.0,0.07234726688102894,Entire Professional Nikon Kit,0.15384615384615385
117,https://boston.craigslist.org/gbs/pho/d/sony-fe-90mm-28-macro-oss/6747870467.html,0,0,6,2,3,950.0,0.1501597444089457,Sony FE 90mm f/2.8 Macro G OSS Lens + FULL FRAME +,0.5806451612903226
118,https://boston.craigslist.org/gbs/pho/d/sony-lens-zeiss-batis-25mm-2/6747870217.html,0,0,1,2,3,1100.0,0.1935483870967742,Sony Lens ZEISS Batis 25mm f/2 Lens FULL FRAME + IN BOX + 10/10,0.5897435897435898
119,https://boston.craigslist.org/nwb/pho/d/cf-cards-32s-8s-lexar-dual/6727260055.html,0,0,4,0,0,1500.0,0.2783018867924528,"CF cards, 32's + 8's, Lexar dual slot reader, Think Tank pouch",0.11904761904761904
120,https://hartford.craigslist.org/pho/d/minolta-maxxum-5000-af3-lenses/6749241044.html,1,0,7,0,0,40.0,0.13333333333333333,Minolta Maxxum 5000 AF+3 lenses,0.19047619047619047
121,https://hartford.craigslist.org/pho/d/canon-5d-mark-iv-body-only/6749197999.html,0,0,1,0,1,2900.0,0.1958762886597938,Canon 5D Mark IV (Body only) w/ Battery grip,0.21875
122,https://hartford.craigslist.org/pho/d/photo-paper-for-printing/6737885374.html,0,0,1,0,0,10.0,0.07777777777777778,Photo Paper for Printing Photos,0.14814814814814814
123,https://hartford.craigslist.org/pho/d/d3200-bundle-400-obo/6738087627.html,0,0,9,2,0,1500.0,0.08045977011494253,D3200 Bundle - $400 OBO - EVERYTHING YOU NEED TO GET STARTED!,0.8717948717948718
124,https://hartford.craigslist.org/pho/d/sony-digital-8-video-handycam/6727804304.html,0,0,0,0,0,1500.0,0.0,,0.0
125,https://hartford.craigslist.org/pho/d/nikon-n4004-single-lense/6748829507.html,0,0,0,1,1,50.0,0.14410480349344978,Nikon N4004 Single Lense Reflex Camera AF & Olympus OM10,0.275
126,https://hartford.craigslist.org/pho/d/polaroid-sx-70-camera/6748659108.html,1,0,6,0,0,75.0,0.1171875,Polaroid SX-70 camera,0.1875
127,https://hartford.craigslist.org/pho/d/sony-camera-flash-hvl-f32m-new/6730820339.html,0,0,1,0,0,160.0,0.09395973154362416,Sony Camera Flash HVL-F32M New,0.391304347826087
128,https://hartford.craigslist.org/pho/d/nikon-d3s-dslr-camera-new-in/6741858043.html,0,0,13,3,1,2499.0,0.3424036281179138,NIKON D3s DSLR CAMERA. NEW IN BOX! ZERO shutter actuations!,0.6086956521739131
129,https://hartford.craigslist.org/pho/d/nikon-18-55mm-vr-dx-lens/6745047088.html,0,0,1,0,2,70.0,0.15789473684210525,Nikon 18-55mm VR DX Lens,0.4
130,https://hartford.craigslist.org/pho/d/nikon-50mm-18d-lens-excellent/6745042295.html,0,0,3,2,3,80.0,0.15384615384615385,Nikon 50mm 1.8D Lens Excellent Condition,0.16666666666666666
131,https://hartford.craigslist.org/pho/d/nikon-dvr-lens/6745040483.html,0,0,1,0,2,380.0,0.048,Nikon D5300 w/18-55 VR Lens,0.38461538461538464
132,https://hartford.craigslist.org/pho/d/nikon-d5300-body-only/6728073081.html,0,0,1,0,1,300.0,0.048,Nikon D5300 Body Only,0.2857142857142857
133,https://hartford.craigslist.org/pho/d/huge-lighting-equipment-sale/6748424324.html,0,0,13,0,0,1500.0,0.16523400191021967,Huge lighting equipment sale!,0.04
134,https://hartford.craigslist.org/pho/d/digital-cameras-and-lenses/6748025913.html,1,0,0,2,0,1500.0,0.16501240694789082,Digital Cameras and Lenses For Sale,0.16666666666666666
135,https://hartford.craigslist.org/pho/d/alienbee-1600/6747906784.html,0,0,6,0,0,300.0,0.07142857142857142,AlienBee 1600,0.25
136,https://hartford.craigslist.org/pho/d/kodak-easy-share-6000-camera/6730625450.html,0,0,3,0,0,13.0,0.05921052631578947,Kodak Easy Share 6000 Camera Dock and CX7430 Easy Share Camera,0.22727272727272727
137,https://hartford.craigslist.org/pho/d/nikon-d7100-body-perfect/6745199813.html,0,0,0,3,1,425.0,0.10204081632653061,"Nikon D7100 Body, Perfect",0.23529411764705882
138,https://hartford.craigslist.org/pho/d/canon-wide-camera-strap-ew/6745394908.html,0,0,1,0,1,10.0,0.07894736842105263,Canon Wide Camera Strap EW-100 DB IV New,0.3793103448275862
139,https://hartford.craigslist.org/pho/d/vintage-pv400a-video-camera/6740523476.html,0,1,1,0,0,25.0,0.5,VINTAGE PV400A VIDEO CAMERA IN ORIGINAL CASE,1.0
140,https://hartford.craigslist.org/pho/d/vintage-sylvania-sun-gun-ii/6740524724.html,0,1,1,0,0,15.0,0.5333333333333333,VINTAGE SYLVANIA SUN GUN II WITH LEATHER CASE,1.0
141,https://hartford.craigslist.org/pho/d/vintage-argus-300-slide/6747509955.html,0,1,1,0,0,25.0,0.5172413793103449,VINTAGE ARGUS 300 SLIDE PROJECTOR WITH CASE,1.0
142,https://hartford.craigslist.org/pho/d/canon-megazoommm-camera-and/6747507531.html,0,0,1,0,1,20.0,0.6216216216216216,CANON MEGAZOOM 105 35MM CAMERA AND CASE,1.0
143,https://hartford.craigslist.org/pho/d/vintage-polaroid-340-camera/6747506312.html,0,1,1,0,0,20.0,0.6216216216216216,VINTAGE POLAROID 340 CAMERA WITH FLASH AND CASE,1.0
144,https://hartford.craigslist.org/pho/d/wanted-nikon-mount-lenses-16/6723985292.html,1,1,1,1,1,1500.0,0.1415525114155251,WANTED Nikon mount lenses 16-80mm etc. and D750 D500,0.28125
